"";"4WHA_C5_S24";"4WHA_C6_S25";"4WHA_C7_S26";"4WHA_C8_S27";"4WHA_H5_S47";"4WHA_H6_S48";"4WHA_H7_S49";"4WHA_H8_S50";"C10_S37";"C7_S34";"C8_S35";"C9_S36";"CV1_H_S28";"CV2_H_S29";"CV3_H_S30";"CV4_H_S31";"CV5_H_S32";"CV6_H_S33";"HA1_H_S38";"HA2_H_S39";"HA3_H_S40";"HA4_H_S41";"HA5_H_S42";"HA6_H_S43";"HA7_H_S44";"HA8_H_S45";"HA9_H_S46";"Pool_control_S51"
"ASV139";"0";"0";"0";"0";"0";"0";"0";"0";"8";"118";"0";"24";"152";"97";"68";"56";"0";"0";"205";"0";"0";"0";"0";"0";"0";"0";"436";"0"
"ASV140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"54";"48";"0";"13";"48";"0";"553";"29";"0";"0";"0";"0";"226";"55";"96";"0"
"ASV141";"0";"0";"0";"78";"14";"0";"0";"0";"41";"40";"34";"22";"52";"136";"120";"89";"0";"45";"21";"0";"0";"50";"41";"102";"74";"125";"53";"0"
"ASV142";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"60";"0";"20";"0";"48";"31";"0";"0";"0";"0";"29";"97";"88";"304";"431";"0";"0"
"ASV143";"0";"802";"0";"0";"94";"23";"0";"27";"0";"0";"0";"0";"0";"0";"0";"108";"0";"0";"0";"29";"0";"0";"0";"0";"0";"34";"0";"0"
"ASV144";"0";"53";"21";"0";"164";"127";"191";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"42";"0";"0";"148";"176";"0";"0"
"ASV145";"33";"0";"0";"0";"32";"23";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"411";"429";"0";"0";"0";"97";"0";"0";"0";"0"
"ASV146";"0";"0";"16";"53";"0";"0";"0";"0";"0";"70";"0";"25";"0";"21";"43";"592";"120";"0";"0";"32";"0";"40";"29";"21";"0";"0";"16";"0"
"ASV147";"13";"7";"22";"32";"0";"11";"9";"0";"0";"6";"6";"18";"83";"233";"102";"110";"0";"0";"22";"7";"16";"15";"41";"148";"30";"91";"36";"0"
"ASV148";"0";"0";"114";"0";"0";"99";"286";"128";"0";"0";"55";"0";"0";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"74";"0";"0"
"ASV149";"0";"0";"0";"322";"0";"0";"0";"0";"0";"63";"38";"0";"0";"60";"81";"145";"39";"37";"0";"61";"0";"35";"33";"21";"25";"39";"0";"0"
"ASV150";"0";"0";"0";"124";"0";"0";"0";"0";"56";"0";"0";"258";"16";"0";"0";"178";"0";"29";"41";"22";"0";"118";"11";"7";"70";"68";"0";"0"
"ASV151";"0";"0";"0";"0";"173";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"26";"0";"0";"552";"53";"54";"28";"0";"15";"41";"0";"22";"0"
"ASV152";"72";"0";"18";"13";"21";"0";"14";"16";"81";"0";"0";"233";"17";"53";"45";"31";"15";"68";"33";"39";"0";"12";"13";"36";"14";"80";"52";"0"
"ASV153";"0";"0";"0";"24";"22";"65";"56";"30";"10";"15";"16";"7";"0";"15";"49";"50";"93";"43";"23";"55";"10";"92";"137";"103";"20";"15";"17";"0"
"ASV154";"75";"0";"12";"0";"59";"0";"14";"0";"54";"24";"20";"103";"91";"95";"91";"0";"16";"57";"104";"53";"0";"0";"0";"18";"0";"0";"56";"0"
"ASV155";"71";"4";"219";"26";"0";"9";"45";"9";"112";"26";"0";"53";"78";"54";"26";"0";"9";"26";"41";"26";"0";"15";"0";"0";"0";"26";"63";"0"
"ASV156";"0";"0";"0";"57";"18";"0";"0";"0";"118";"17";"15";"148";"10";"14";"37";"20";"65";"72";"8";"23";"0";"44";"57";"97";"43";"20";"34";"0"
"ASV157";"219";"35";"258";"37";"32";"34";"26";"20";"0";"8";"0";"0";"0";"0";"20";"0";"7";"48";"38";"19";"0";"17";"13";"19";"7";"23";"22";"0"
"ASV158";"0";"0";"0";"0";"0";"0";"0";"0";"390";"27";"44";"0";"92";"55";"72";"0";"76";"0";"0";"94";"11";"5";"0";"0";"0";"0";"22";"0"
"ASV159";"0";"0";"0";"0";"0";"0";"0";"0";"0";"365";"512";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV160";"0";"0";"0";"0";"0";"0";"0";"0";"143";"87";"80";"105";"62";"68";"110";"121";"53";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0"
"ASV161";"0";"0";"0";"25";"0";"47";"81";"16";"0";"30";"38";"0";"147";"240";"21";"21";"0";"54";"17";"0";"0";"0";"0";"58";"13";"16";"43";"0"
"ASV162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"94";"37";"0";"12";"75";"0";"0";"20";"0";"145";"0";"0";"19";"108";"145";"78";"22";"110";"0"
"ASV163";"0";"85";"18";"43";"51";"72";"72";"126";"0";"0";"0";"0";"0";"0";"0";"80";"0";"13";"0";"271";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV164";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"60";"16";"235";"219";"32";"0";"0";"0";"54";"0";"0";"0";"17";"0";"0";"119";"41";"0"
"ASV165";"189";"0";"145";"0";"0";"30";"0";"0";"72";"0";"0";"124";"39";"51";"22";"0";"16";"60";"29";"0";"0";"0";"0";"22";"19";"0";"0";"0"
"ASV166";"33";"45";"306";"199";"27";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"128";"18";"0";"0";"0";"0";"0";"0";"48";"0"
"ASV167";"25";"73";"51";"29";"0";"31";"46";"0";"0";"82";"0";"32";"58";"99";"0";"28";"0";"76";"39";"0";"0";"13";"43";"13";"0";"77";"0";"0"
"ASV168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351";"54";"0";"35";"66";"101";"60";"98";"50";"0"
"ASV169";"33";"133";"30";"37";"27";"61";"262";"24";"97";"0";"0";"0";"19";"0";"0";"0";"0";"0";"44";"11";"0";"0";"0";"26";"0";"0";"0";"0"
"ASV170";"0";"25";"0";"0";"57";"68";"80";"36";"16";"21";"29";"16";"0";"0";"42";"62";"38";"29";"8";"49";"0";"62";"44";"39";"18";"8";"53";"0"
"ASV171";"0";"0";"175";"0";"389";"120";"69";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV172";"0";"9";"41";"0";"0";"80";"32";"9";"0";"95";"308";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"0";"0";"0"
"ASV173";"742";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228";"84";"0";"0";"34";"164";"198";"0";"67";"0"
"ASV175";"145";"199";"63";"0";"73";"0";"0";"0";"0";"13";"85";"19";"0";"68";"57";"0";"0";"0";"0";"14";"0";"0";"7";"8";"15";"0";"8";"0"
"ASV176";"0";"0";"0";"0";"0";"0";"0";"0";"117";"54";"29";"61";"0";"0";"0";"0";"14";"0";"0";"0";"0";"52";"111";"302";"0";"32";"0";"0"
"ASV177";"60";"51";"81";"22";"56";"21";"61";"39";"80";"18";"17";"19";"22";"13";"22";"0";"37";"0";"0";"0";"0";"36";"34";"31";"0";"21";"20";"0"
"ASV178";"307";"0";"128";"0";"0";"0";"0";"0";"77";"0";"0";"81";"0";"63";"32";"0";"19";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"0"
"ASV179";"45";"31";"24";"32";"140";"41";"29";"44";"0";"0";"29";"19";"0";"20";"0";"0";"21";"0";"137";"58";"0";"0";"9";"0";"0";"0";"67";"0"
"ASV180";"225";"0";"136";"111";"0";"41";"46";"0";"0";"43";"0";"0";"20";"0";"13";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV181";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"49";"0";"91";"93";"0";"119";"60";"0";"138";"0";"0";"0";"0";"0";"49";"0";"89";"0"
"ASV182";"44";"19";"20";"12";"64";"15";"11";"0";"8";"7";"0";"5";"39";"66";"28";"9";"0";"11";"18";"7";"0";"93";"85";"98";"54";"22";"5";"0"
"ASV183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"28";"39";"128";"0";"74";"213";"47";"120";"0";"0";"0";"37";"11";"0";"0";"0"
"ASV184";"33";"62";"491";"27";"16";"6";"0";"0";"15";"11";"6";"8";"0";"0";"0";"31";"6";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV185";"53";"34";"71";"35";"57";"60";"67";"22";"56";"0";"0";"42";"0";"0";"19";"0";"42";"0";"26";"24";"0";"0";"21";"46";"0";"27";"15";"0"
"ASV186";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"35";"0";"0";"54";"33";"149";"0";"0";"0";"0";"0";"16";"200";"0";"0";"179";"0"
"ASV187";"235";"165";"159";"144";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV188";"22";"0";"28";"0";"42";"40";"42";"40";"35";"0";"0";"20";"0";"13";"15";"0";"0";"0";"22";"50";"0";"62";"67";"99";"27";"21";"47";"0"
"ASV189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"657";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV190";"48";"25";"94";"42";"38";"24";"33";"0";"37";"8";"0";"0";"0";"10";"0";"41";"44";"41";"9";"48";"0";"51";"0";"49";"0";"9";"33";"0"
"ASV191";"18";"6";"0";"11";"0";"71";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"45";"198";"21";"68";"0";"0"
"ASV192";"0";"0";"0";"0";"0";"0";"0";"0";"5";"59";"17";"54";"24";"65";"12";"88";"37";"61";"39";"18";"0";"33";"26";"29";"23";"14";"68";"0"
"ASV193";"0";"0";"0";"48";"27";"0";"0";"12";"0";"50";"41";"0";"0";"31";"41";"75";"55";"61";"14";"53";"0";"15";"40";"20";"43";"13";"32";"0"
"ASV194";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"175";"103";"127";"0";"43";"0";"15";"0";"9";"0";"48";"113";"0"
"ASV195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"10";"15";"42";"62";"31";"96";"24";"39";"97";"14";"0";"15";"12";"57";"33";"54";"43";"0"
"ASV196";"42";"32";"133";"177";"0";"0";"0";"0";"0";"0";"0";"0";"141";"51";"40";"0";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV197";"30";"257";"21";"35";"0";"0";"237";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV198";"0";"0";"0";"25";"6";"0";"0";"0";"0";"9";"0";"46";"31";"12";"84";"75";"32";"74";"0";"0";"0";"25";"3";"84";"79";"63";"3";"0"
"ASV199";"143";"0";"62";"0";"33";"0";"0";"0";"0";"0";"25";"0";"76";"116";"0";"19";"0";"0";"62";"0";"15";"0";"27";"0";"40";"32";"0";"0"
"ASV200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"46";"0";"87";"201";"20";"149";"10";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269";"115";"54";"51";"0";"0";"0";"0";"0";"18";"35";"0";"0";"103";"0";"0"
"ASV202";"189";"70";"185";"0";"3";"29";"67";"26";"0";"0";"0";"13";"0";"0";"14";"6";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"ASV203";"0";"0";"0";"0";"0";"0";"0";"0";"38";"85";"35";"16";"0";"28";"38";"116";"89";"0";"0";"36";"0";"47";"26";"27";"19";"0";"22";"0"
"ASV204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"0";"0";"0";"0"
"ASV205";"0";"559";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV206";"0";"0";"0";"39";"0";"0";"0";"0";"14";"0";"0";"0";"38";"46";"18";"47";"0";"29";"129";"33";"0";"0";"0";"33";"54";"71";"55";"0"
"ASV207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"66";"63";"0";"0";"213";"28";"0";"0";"0";"79";"0";"0";"0";"0";"0";"0";"112";"43";"0"
"ASV208";"0";"152";"0";"23";"16";"44";"345";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV209";"93";"41";"23";"37";"0";"12";"6";"18";"0";"90";"33";"0";"24";"0";"78";"46";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0"
"ASV210";"0";"0";"0";"0";"0";"0";"0";"0";"2";"48";"13";"0";"29";"17";"43";"64";"65";"72";"15";"26";"0";"0";"41";"0";"0";"28";"117";"0"
"ASV211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"323";"0";"216";"0";"0";"40";"0"
"ASV212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"15";"70";"0";"390";"0";"0";"0";"0";"50";"0";"0";"0";"0";"0";"0"
"ASV213";"33";"17";"62";"30";"63";"74";"36";"41";"19";"0";"0";"12";"0";"0";"0";"45";"27";"35";"0";"23";"0";"58";"0";"0";"0";"0";"0";"0"
"ASV214";"6";"18";"77";"9";"0";"11";"6";"10";"0";"0";"0";"32";"65";"78";"43";"18";"6";"10";"15";"32";"0";"6";"12";"4";"28";"48";"39";"0"
"ASV215";"0";"0";"0";"0";"130";"0";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"27";"0";"0";"90";"183";"0";"0"
"ASV216";"570";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV217";"0";"0";"0";"184";"0";"0";"0";"0";"0";"110";"53";"0";"113";"0";"0";"0";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV218";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"29";"54";"219";"94";"0";"0";"0";"0";"52";"0";"0";"0";"0";"0";"26";"28";"25";"0"
"ASV219";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV220";"0";"0";"0";"0";"0";"0";"0";"0";"25";"4";"4";"35";"21";"36";"59";"33";"14";"82";"12";"24";"0";"7";"13";"111";"70";"0";"9";"0"
"ASV221";"0";"14";"123";"15";"46";"21";"45";"17";"31";"12";"0";"16";"17";"0";"0";"8";"0";"0";"24";"15";"0";"0";"20";"47";"13";"16";"52";"0"
"ASV222";"0";"65";"0";"160";"27";"24";"0";"16";"0";"0";"0";"0";"0";"0";"0";"43";"0";"142";"0";"11";"0";"41";"20";"0";"0";"0";"0";"0"
"ASV223";"0";"29";"15";"0";"82";"0";"0";"0";"0";"0";"0";"0";"8";"23";"21";"0";"44";"15";"12";"29";"0";"222";"39";"0";"0";"7";"0";"0"
"ASV224";"0";"26";"6";"233";"28";"147";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"18";"41";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV225";"533";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"8";"259";"270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV227";"0";"15";"14";"0";"0";"18";"0";"0";"192";"0";"0";"0";"0";"36";"90";"0";"0";"0";"0";"9";"0";"14";"39";"29";"22";"21";"42";"0"
"ASV228";"156";"0";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"91";"0";"0";"0";"0";"48";"0";"0";"0";"0";"0";"57";"39";"30";"0"
"ASV229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"74";"0";"0";"74";"0";"0";"80";"45";"224";"0";"0";"12";"0"
"ASV230";"27";"0";"31";"15";"16";"30";"42";"11";"0";"0";"0";"24";"0";"28";"18";"34";"16";"22";"34";"25";"0";"40";"21";"57";"21";"15";"7";"0"
"ASV231";"0";"0";"0";"0";"0";"0";"0";"0";"92";"0";"0";"98";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"98";"139";"0";"0";"0";"0"
"ASV232";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"22";"25";"85";"76";"0";"42";"100";"28";"17";"0";"0";"0";"0";"14";"48";"68";"0"
"ASV233";"0";"0";"0";"0";"0";"0";"0";"0";"0";"113";"95";"0";"23";"30";"37";"0";"52";"0";"0";"0";"0";"0";"0";"63";"10";"29";"73";"0"
"ASV234";"265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"0";"0"
"ASV235";"14";"27";"243";"84";"37";"12";"8";"24";"0";"0";"0";"0";"7";"8";"6";"0";"0";"4";"32";"0";"0";"5";"7";"0";"0";"5";"0";"0"
"ASV236";"0";"0";"0";"0";"0";"0";"0";"0";"6";"53";"24";"16";"0";"0";"0";"176";"79";"168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV237";"32";"37";"18";"0";"13";"0";"0";"13";"0";"26";"8";"0";"0";"0";"7";"0";"0";"0";"16";"53";"0";"73";"113";"75";"18";"0";"18";"0"
"ASV238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"68";"0";"56";"16";"0";"182";"39";"26";"0";"29";"41";"6";"31";"0";"0"
"ASV239";"0";"26";"392";"0";"0";"85";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV240";"0";"0";"0";"0";"0";"0";"20";"74";"0";"16";"0";"0";"15";"0";"33";"0";"0";"333";"0";"0";"0";"10";"0";"0";"0";"9";"0";"0"
"ASV241";"10";"32";"34";"18";"27";"81";"75";"31";"0";"0";"12";"0";"0";"10";"19";"0";"9";"6";"7";"47";"0";"28";"24";"10";"10";"6";"13";"0"
"ASV242";"0";"0";"55";"69";"0";"62";"61";"15";"48";"0";"0";"24";"0";"0";"0";"0";"20";"14";"56";"41";"0";"0";"0";"24";"0";"0";"0";"0"
"ASV243";"62";"0";"0";"0";"80";"15";"29";"11";"56";"12";"10";"0";"0";"0";"0";"19";"0";"10";"56";"26";"0";"0";"0";"17";"23";"38";"24";"0"
"ASV244";"0";"0";"0";"0";"31";"0";"0";"0";"16";"15";"0";"31";"18";"11";"0";"147";"15";"0";"0";"40";"0";"12";"51";"60";"0";"36";"0";"0"
"ASV245";"0";"0";"0";"0";"0";"0";"0";"0";"118";"257";"44";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"34";"0";"0"
"ASV246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"21";"43";"0";"0";"0";"156";"118";"0";"0";"0";"0";"4";"0";"0";"0"
"ASV247";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"73";"72";"61";"0";"0";"0";"0";"0";"77";"153";"25";"0";"0";"0";"0"
"ASV248";"55";"0";"51";"9";"13";"34";"0";"0";"36";"0";"0";"0";"25";"26";"0";"0";"12";"14";"64";"50";"0";"0";"0";"0";"0";"16";"59";"0"
"ASV249";"0";"0";"0";"0";"0";"0";"0";"0";"17";"29";"63";"0";"83";"61";"21";"10";"111";"0";"0";"0";"0";"0";"0";"25";"38";"0";"0";"0"
"ASV250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"0";"0";"0";"0";"0";"164";"0";"0";"0";"0";"76";"0";"0";"113";"0"
"ASV251";"44";"10";"42";"35";"11";"20";"0";"0";"18";"17";"8";"31";"39";"5";"19";"29";"0";"12";"11";"5";"0";"0";"5";"16";"10";"43";"18";"0"
"ASV252";"8";"0";"20";"0";"20";"25";"91";"8";"22";"30";"0";"0";"0";"0";"23";"66";"34";"0";"5";"22";"0";"13";"26";"5";"9";"3";"13";"0"
"ASV253";"0";"0";"0";"15";"52";"50";"59";"60";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"31";"20";"0";"25";"24";"34";"43";"0";"23";"0"
"ASV254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"125";"149";"51";"0";"17";"56";"0"
"ASV255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"5";"25";"2";"44";"0";"20";"9";"0";"56";"77";"39";"63";"21";"68";"0"
"ASV256";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"21";"115";"0";"143";"21";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"43";"46";"0"
"ASV257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297";"0";"135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV258";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"159";"90";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"23";"36";"0"
"ASV259";"0";"0";"0";"0";"0";"112";"61";"70";"106";"0";"0";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV260";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"0";"96";"0";"0";"72";"83";"86";"0";"0";"0";"0"
"ASV261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"8";"45";"219";"20";"60";"0";"0";"29";"11";"0";"0";"0";"0";"0";"0";"16";"0"
"ASV262";"14";"16";"22";"20";"31";"19";"20";"17";"0";"9";"16";"18";"8";"46";"38";"41";"21";"30";"0";"8";"0";"0";"0";"9";"10";"0";"4";"0"
"ASV263";"0";"0";"0";"0";"76";"0";"0";"0";"0";"0";"0";"53";"0";"20";"7";"17";"3";"36";"23";"8";"0";"0";"4";"169";"0";"0";"0";"0"
"ASV264";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"17";"71";"13";"19";"44";"0";"12";"0";"27";"33";"0";"13";"0";"27";"20";"18";"37";"0"
"ASV265";"19";"273";"40";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV266";"68";"0";"108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"27";"9";"0";"0";"0";"0";"0";"0";"13";"0";"0";"15";"119";"21";"0"
"ASV267";"0";"0";"0";"21";"0";"0";"7";"0";"0";"0";"0";"0";"39";"56";"44";"0";"72";"0";"26";"42";"0";"0";"74";"0";"0";"0";"28";"0"
"ASV268";"166";"10";"0";"7";"15";"0";"0";"0";"0";"107";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"10";"22";"26";"21";"0";"0"
"ASV269";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138";"156";"0";"0";"0";"0";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"78";"78";"9";"42";"0";"8";"0";"72";"23";"0";"8";"0";"22";"19";"0";"21";"0"
"ASV271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"32";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"45";"149";"0"
"ASV272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"34";"0";"0";"115";"0";"146";"0";"48";"0";"0";"0";"31";"0";"0";"0";"0";"0";"0"
"ASV273";"0";"0";"0";"0";"11";"0";"0";"0";"20";"11";"5";"0";"29";"11";"9";"0";"0";"7";"75";"47";"0";"20";"16";"56";"21";"16";"42";"0"
"ASV274";"45";"0";"18";"0";"7";"0";"0";"0";"25";"13";"10";"6";"72";"139";"18";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"0";"0"
"ASV275";"0";"14";"0";"0";"32";"15";"0";"20";"26";"0";"0";"22";"0";"0";"0";"22";"19";"0";"0";"28";"0";"48";"30";"29";"31";"16";"34";"0"
"ASV276";"15";"17";"66";"43";"53";"66";"58";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"5";"0";"0";"0"
"ASV277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"67";"0";"0";"0";"18";"70";"0";"0";"88";"38";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV279";"33";"41";"0";"0";"44";"187";"29";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV280";"0";"0";"0";"0";"154";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"46";"0";"45";"24";"0";"57";"0";"0";"0"
"ASV281";"72";"125";"0";"64";"51";"0";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV282";"0";"0";"0";"31";"0";"0";"0";"0";"0";"61";"56";"0";"36";"16";"0";"34";"0";"0";"49";"0";"0";"0";"0";"9";"18";"18";"34";"0"
"ASV283";"0";"0";"0";"0";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"0";"0"
"ASV284";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"13";"80";"0";"71";"0";"15";"0";"38";"96";"0";"0";"0";"0"
"ASV285";"130";"0";"0";"8";"0";"0";"0";"218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV286";"0";"0";"162";"0";"0";"19";"0";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"0";"0";"0";"0";"0"
"ASV287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"88";"28";"42";"0";"0";"0";"37";"141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV288";"12";"32";"76";"0";"50";"32";"67";"17";"0";"34";"0";"0";"11";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
